theme,catalyst,investigation_pathway,business_tag,display_order,mapping_status
Currencies,Domestic currency strengthening,Automotive Parts,automotive_parts,70,active
Currencies,Domestic currency strengthening,Commercial Banking,commercial_banking,80,active
Currencies,Domestic currency strengthening,Food Distribution,food_distribution,90,active
Currencies,Domestic currency strengthening,Technology Distribution,technology_distribution,100,active
Currencies,Domestic currency weakening,Industrial Manufacturing,industrial_processing,10,active
Currencies,Domestic currency weakening,Mining,mining,20,active
Currencies,Domestic currency weakening,Agriculture,agriculture,30,active
Currencies,Domestic currency weakening,Hotels,hotels,40,active
Currencies,Domestic currency weakening,Travel Services,travel_services,50,active
Currencies,Domestic currency weakening,Industrial Equipment,industrial_equipment,60,active
Currencies,Domestic currency weakening,Consumer Goods,consumer_goods,70,active
Currencies,Domestic currency weakening,Energy Services,energy_services,80,active
Currencies,Domestic currency weakening,Commercial Banking,commercial_banking,90,active
Currencies,Domestic currency weakening,Technology Services,it_services,100,active
Currencies,Dollar strengthening,Global Equities,global_equities,10,active
Currencies,Dollar strengthening,Commodity Trading,commodity_trading,20,active
Currencies,Dollar strengthening,Mining,mining,30,active
Currencies,Dollar strengthening,Energy Services,energy_services,40,active
Currencies,Dollar strengthening,Emerging Markets,global_equities,50,active
Currencies,Dollar strengthening,Technology Services,it_services,60,active
Currencies,Dollar strengthening,Industrial Manufacturing,industrial_processing,70,active
Currencies,Dollar strengthening,Travel Services,travel_services,80,active
Currencies,Dollar strengthening,Commercial Banking,commercial_banking,90,active
Currencies,Dollar strengthening,Consumer Goods,consumer_goods,100,active
Currencies,Dollar weakening,Global Equities,global_equities,10,active
Currencies,Dollar weakening,Commodity Trading,commodity_trading,20,active
Currencies,Dollar weakening,Mining,mining,30,active
Currencies,Dollar weakening,Energy Services,energy_services,40,active
Currencies,Dollar weakening,Emerging Markets,global_equities,50,active
Currencies,Dollar weakening,Technology Services,it_services,60,active
Currencies,Dollar weakening,Industrial Manufacturing,industrial_processing,70,active
Currencies,Dollar weakening,Travel Services,travel_services,80,active
Currencies,Dollar weakening,Commercial Banking,commercial_banking,90,active
Currencies,Dollar weakening,Consumer Goods,consumer_goods,100,active
Currencies,Currency volatility increasing,Commercial Banking,commercial_banking,10,active
Currencies,Currency volatility increasing,Investment Banking,investment_banking,20,active
Currencies,Currency volatility increasing,Payment Networks,payment_networks,30,active
Currencies,Currency volatility increasing,Travel Services,travel_services,40,active
Currencies,Currency volatility increasing,Airlines,airlines,50,active
Currencies,Currency volatility increasing,Commodity Trading,commodity_trading,60,active
Currencies,Currency volatility increasing,Global Equities,global_equities,70,active
Currencies,Currency volatility increasing,Insurance,insurance,80,active
Currencies,Currency volatility increasing,Fintech,fintech,90,active
Currencies,Currency volatility increasing,Market Data,market_data,100,active
Currencies,Currency volatility declining,Commercial Banking,commercial_banking,10,active
Currencies,Currency volatility declining,Investment Banking,investment_banking,20,active
Currencies,Currency volatility declining,Payment Networks,payment_networks,30,active
Currencies,Currency volatility declining,Travel Services,travel_services,40,active
Currencies,Currency volatility declining,Airlines,airlines,50,active
Currencies,Currency volatility declining,Commodity Trading,commodity_trading,60,active
Currencies,Currency volatility declining,Global Equities,global_equities,70,active
Currencies,Currency volatility declining,Insurance,insurance,80,active
Currencies,Currency volatility declining,Fintech,fintech,90,active
Currencies,Currency volatility declining,Market Data,market_data,100,active
Currencies,Export competitiveness improving,Industrial Manufacturing,industrial_processing,10,active
Currencies,Export competitiveness improving,Agriculture,agriculture,20,active
Currencies,Export competitiveness improving,Mining,mining,30,active
Currencies,Export competitiveness improving,Technology Services,it_services,40,active
Currencies,Export competitiveness improving,Consumer Goods,consumer_goods,50,active
Currencies,Export competitiveness improving,Automotive Parts,automotive_parts,60,active
Currencies,Export competitiveness improving,Aerospace,aerospace,70,active
Currencies,Export competitiveness improving,Food Production,food_manufacturing,80,active
Currencies,Export competitiveness improving,Shipping,freight_transport,90,active
Currencies,Export competitiveness improving,Logistics,logistics,100,active
Currencies,Import costs increasing,Retail,retail,10,active
Currencies,Import costs increasing,Consumer Electronics,consumer_electronics,20,active
Currencies,Import costs increasing,Automotive Parts,automotive_parts,30,active
Currencies,Import costs increasing,Industrial Equipment,industrial_equipment,40,active
Currencies,Import costs increasing,Food Distribution,food_distribution,50,active
Currencies,Import costs increasing,Industrial Chemicals,industrial_chemicals,60,active
Currencies,Import costs increasing,Technology Distribution,technology_distribution,70,active
Currencies,Import costs increasing,Airlines,airlines,80,active
Currencies,Import costs increasing,Construction Materials,construction_materials,90,active
Currencies,Import costs increasing,Consumer Goods,consumer_goods,100,active
Currencies,Import costs falling,Retail,retail,10,active
Currencies,Import costs falling,Consumer Electronics,consumer_electronics,20,active
Currencies,Import costs falling,Automotive Parts,automotive_parts,30,active
Currencies,Import costs falling,Industrial Equipment,industrial_equipment,40,active
Currencies,Import costs falling,Food Distribution,food_distribution,50,active
Currencies,Import costs falling,Industrial Chemicals,industrial_chemicals,60,active
Currencies,Import costs falling,Technology Distribution,technology_distribution,70,active
Currencies,Import costs falling,Airlines,airlines,80,active
Currencies,Import costs falling,Construction Materials,construction_materials,90,active
Currencies,Import costs falling,Consumer Goods,consumer_goods,100,active
Currencies,Cross-border earnings translation changing,Global Equities,global_equities,10,active
Currencies,Cross-border earnings translation changing,Technology Services,it_services,20,active
Currencies,Cross-border earnings translation changing,Consumer Goods,consumer_goods,30,active
Currencies,Cross-border earnings translation changing,Pharmaceuticals,pharmaceuticals,40,active
Currencies,Cross-border earnings translation changing,Industrial Manufacturing,industrial_processing,50,active
Currencies,Cross-border earnings translation changing,Media Entertainment,media_entertainment,60,active
Currencies,Cross-border earnings translation changing,Commercial Banking,commercial_banking,70,active
Currencies,Cross-border earnings translation changing,Luxury Goods,luxury_goods,80,active
Currencies,Cross-border earnings translation changing,Travel Services,travel_services,90,active
Currencies,Cross-border earnings translation changing,Automotive Parts,automotive_parts,100,active
Commodity Markets,Energy prices rising,Airlines,airlines,10,active
Commodity Markets,Energy prices rising,Road Freight,road_freight,20,active
Commodity Markets,Energy prices rising,Shipping,freight_transport,30,active
Commodity Markets,Energy prices rising,Industrial Chemicals,industrial_chemicals,40,active
Commodity Markets,Energy prices rising,Mining,mining,50,active
Commodity Markets,Energy prices rising,Agriculture,agriculture,60,active
Commodity Markets,Energy prices rising,Utilities,utilities,70,active
Commodity Markets,Energy prices rising,Consumer Goods,consumer_goods,80,active
Commodity Markets,Energy prices rising,Construction Materials,construction_materials,90,active
Commodity Markets,Energy prices rising,Logistics,logistics,100,active
Commodity Markets,Energy prices falling,Airlines,airlines,10,active
Commodity Markets,Energy prices falling,Road Freight,road_freight,20,active
Commodity Markets,Energy prices falling,Shipping,freight_transport,30,active
Commodity Markets,Energy prices falling,Retail,retail,40,active
Commodity Markets,Energy prices falling,Travel Services,travel_services,50,active
Commodity Markets,Energy prices falling,Industrial Chemicals,industrial_chemicals,60,active
Commodity Markets,Energy prices falling,Construction,infrastructure_engineering,70,active
Commodity Markets,Energy prices falling,Agriculture,agriculture,80,active
Commodity Markets,Energy prices falling,Consumer Goods,consumer_goods,90,active
Commodity Markets,Energy prices falling,Logistics,logistics,100,active
Commodity Markets,Industrial metals prices rising,Construction,infrastructure_engineering,10,active
Commodity Markets,Industrial metals prices rising,Industrial Equipment,industrial_equipment,20,active
Commodity Markets,Industrial metals prices rising,Automotive Parts,automotive_parts,30,active
Commodity Markets,Industrial metals prices rising,Electrical Equipment,electrical_equipment,40,active
Commodity Markets,Industrial metals prices rising,Utilities,utilities,50,active
Commodity Markets,Industrial metals prices rising,Renewable Energy,renewable_energy,60,active
Commodity Markets,Industrial metals prices rising,Consumer Electronics,consumer_electronics,70,active
Commodity Markets,Industrial metals prices rising,Aerospace,aerospace,80,active
Commodity Markets,Industrial metals prices rising,Packaging,packaging,90,active
Commodity Markets,Industrial metals prices rising,Engineering Services,engineering_services,100,active
Commodity Markets,Industrial metals prices falling,Construction,infrastructure_engineering,10,active
Commodity Markets,Industrial metals prices falling,Industrial Equipment,industrial_equipment,20,active
Commodity Markets,Industrial metals prices falling,Automotive Parts,automotive_parts,30,active
Commodity Markets,Industrial metals prices falling,Electrical Equipment,electrical_equipment,40,active
Commodity Markets,Industrial metals prices falling,Utilities,utilities,50,active
Commodity Markets,Industrial metals prices falling,Renewable Energy,renewable_energy,60,active
Commodity Markets,Industrial metals prices falling,Consumer Electronics,consumer_electronics,70,active
Commodity Markets,Industrial metals prices falling,Aerospace,aerospace,80,active
Commodity Markets,Industrial metals prices falling,Packaging,packaging,90,active
Commodity Markets,Industrial metals prices falling,Engineering Services,engineering_services,100,active
Commodity Markets,Agricultural commodity prices rising,Food Production,food_manufacturing,10,active
Commodity Markets,Agricultural commodity prices rising,Restaurants,restaurants,20,active
Commodity Markets,Agricultural commodity prices rising,Retail,retail,30,active
Commodity Markets,Agricultural commodity prices rising,Consumer Food,consumer_food,40,active
Commodity Markets,Agricultural commodity prices rising,Packaging,packaging,50,active
Commodity Markets,Agricultural commodity prices rising,Logistics,logistics,60,active
Commodity Markets,Agricultural commodity prices rising,Agriculture,agriculture,70,active
Commodity Markets,Agricultural commodity prices rising,Commodity Trading,commodity_trading,80,active
Commodity Markets,Agricultural commodity prices rising,Veterinary Health,veterinary_health,90,active
Commodity Markets,Agricultural commodity prices rising,Food Distribution,food_distribution,100,active
Commodity Markets,Agricultural commodity prices falling,Food Production,food_manufacturing,10,active
Commodity Markets,Agricultural commodity prices falling,Restaurants,restaurants,20,active
Commodity Markets,Agricultural commodity prices falling,Retail,retail,30,active
Commodity Markets,Agricultural commodity prices falling,Consumer Food,consumer_food,40,active
Commodity Markets,Agricultural commodity prices falling,Packaging,packaging,50,active
Commodity Markets,Agricultural commodity prices falling,Logistics,logistics,60,active
Commodity Markets,Agricultural commodity prices falling,Agriculture,agriculture,70,active
Commodity Markets,Agricultural commodity prices falling,Commodity Trading,commodity_trading,80,active
Commodity Markets,Agricultural commodity prices falling,Veterinary Health,veterinary_health,90,active
Commodity Markets,Agricultural commodity prices falling,Food Distribution,food_distribution,100,active
Commodity Markets,Precious metals demand increasing,Gold Mining,gold_mining,10,active
Commodity Markets,Precious metals demand increasing,Silver Mining,silver_mining,20,active
Commodity Markets,Precious metals demand increasing,Precious Metals,precious_metals,30,active
Commodity Markets,Precious metals demand increasing,Jewellery,jewellery,40,active
Commodity Markets,Precious metals demand increasing,Investment Management,investment_management,50,active
Commodity Markets,Precious metals demand increasing,Commodity Trading,commodity_trading,60,active
Commodity Markets,Precious metals demand increasing,Electronics Materials,electronics_materials,70,active
Commodity Markets,Precious metals demand increasing,Mining Equipment,mining_equipment,80,active
Commodity Markets,Precious metals demand increasing,Insurance,insurance,90,active
Commodity Markets,Precious metals demand increasing,Financial Services,financial_services,100,active
Commodity Markets,Critical minerals demand increasing,Critical Minerals,critical_minerals,10,active
Commodity Markets,Critical minerals demand increasing,Battery Materials,battery_materials,20,active
Commodity Markets,Critical minerals demand increasing,Copper,copper,30,active
Commodity Markets,Critical minerals demand increasing,Mining,mining,40,active
Commodity Markets,Critical minerals demand increasing,Energy Storage,energy_storage,50,active
Commodity Markets,Critical minerals demand increasing,Electric Vehicles,electric_vehicles,60,active
Commodity Markets,Critical minerals demand increasing,Renewable Energy,renewable_energy,70,active
Commodity Markets,Critical minerals demand increasing,Semiconductors,semiconductors,80,active
Commodity Markets,Critical minerals demand increasing,Industrial Equipment,industrial_equipment,90,active
Commodity Markets,Critical minerals demand increasing,Defence Technology,defence_technology,100,active
Commodity Markets,Commodity volatility increasing,Commodity Trading,commodity_trading,10,active
Commodity Markets,Commodity volatility increasing,Mining,mining,20,active
Commodity Markets,Commodity volatility increasing,Agriculture,agriculture,30,active
Commodity Markets,Commodity volatility increasing,Energy Services,energy_services,40,active
Commodity Markets,Commodity volatility increasing,Industrial Chemicals,industrial_chemicals,50,active
Commodity Markets,Commodity volatility increasing,Food Production,food_manufacturing,60,active
Commodity Markets,Commodity volatility increasing,Insurance,insurance,70,active
Commodity Markets,Commodity volatility increasing,Commercial Banking,commercial_banking,80,active
Commodity Markets,Commodity volatility increasing,Shipping,freight_transport,90,active
Commodity Markets,Commodity volatility increasing,Logistics,logistics,100,active
Commodity Markets,Commodity supply disruption,Mining,mining,10,active
Commodity Markets,Commodity supply disruption,Agriculture,agriculture,20,active
Commodity Markets,Commodity supply disruption,Energy Services,energy_services,30,active
Commodity Markets,Commodity supply disruption,Shipping,freight_transport,40,active
Commodity Markets,Commodity supply disruption,Ports,transportation_infrastructure,50,active
Commodity Markets,Commodity supply disruption,Logistics,logistics,60,active
Commodity Markets,Commodity supply disruption,Industrial Chemicals,industrial_chemicals,70,active
Commodity Markets,Commodity supply disruption,Food Production,food_manufacturing,80,active
Commodity Markets,Commodity supply disruption,Construction Materials,construction_materials,90,active
Commodity Markets,Commodity supply disruption,Commodity Trading,commodity_trading,100,active
Global Trade,Export demand strengthening,Industrial Manufacturing,industrial_processing,10,active
Global Trade,Export demand strengthening,Agriculture,agriculture,20,active
Global Trade,Export demand strengthening,Technology Services,it_services,30,active
Global Trade,Export demand strengthening,Consumer Goods,consumer_goods,40,active
Global Trade,Export demand strengthening,Aerospace,aerospace,50,active
Global Trade,Export demand strengthening,Mining,mining,60,active
Global Trade,Export demand strengthening,Shipping,freight_transport,70,active
Global Trade,Export demand strengthening,Ports,transportation_infrastructure,80,active
Global Trade,Export demand strengthening,Logistics,logistics,90,active
Global Trade,Export demand strengthening,Commercial Banking,commercial_banking,100,active
Global Trade,Export demand weakening,Industrial Manufacturing,industrial_processing,10,active
Global Trade,Export demand weakening,Agriculture,agriculture,20,active
Global Trade,Export demand weakening,Technology Services,it_services,30,active
Global Trade,Export demand weakening,Consumer Goods,consumer_goods,40,active
Global Trade,Export demand weakening,Aerospace,aerospace,50,active
Global Trade,Export demand weakening,Mining,mining,60,active
Global Trade,Export demand weakening,Shipping,freight_transport,70,active
Global Trade,Export demand weakening,Ports,transportation_infrastructure,80,active
Global Trade,Export demand weakening,Logistics,logistics,90,active
Global Trade,Export demand weakening,Commercial Banking,commercial_banking,100,active
Global Trade,Import demand strengthening,Retail,retail,10,active
Global Trade,Import demand strengthening,Wholesale Distribution,wholesale_distribution,20,active
Global Trade,Import demand strengthening,Technology Distribution,technology_distribution,30,active
Global Trade,Import demand strengthening,Automotive Parts,automotive_parts,40,active
Global Trade,Import demand strengthening,Industrial Equipment,industrial_equipment,50,active
Global Trade,Import demand strengthening,Food Distribution,food_distribution,60,active
Global Trade,Import demand strengthening,Shipping,freight_transport,70,active
Global Trade,Import demand strengthening,Ports,transportation_infrastructure,80,active
Global Trade,Import demand strengthening,Logistics,logistics,90,active
Global Trade,Import demand strengthening,Commercial Banking,commercial_banking,100,active
Global Trade,Import demand weakening,Retail,retail,10,active
Global Trade,Import demand weakening,Wholesale Distribution,wholesale_distribution,20,active
Global Trade,Import demand weakening,Technology Distribution,technology_distribution,30,active
Global Trade,Import demand weakening,Automotive Parts,automotive_parts,40,active
Global Trade,Import demand weakening,Industrial Equipment,industrial_equipment,50,active
Global Trade,Import demand weakening,Food Distribution,food_distribution,60,active
Global Trade,Import demand weakening,Shipping,freight_transport,70,active
Global Trade,Import demand weakening,Ports,transportation_infrastructure,80,active
Global Trade,Import demand weakening,Logistics,logistics,90,active
Global Trade,Import demand weakening,Commercial Banking,commercial_banking,100,active
Global Trade,Tariffs increasing,Industrial Manufacturing,industrial_processing,10,active
Global Trade,Tariffs increasing,Automotive Parts,automotive_parts,20,active
Global Trade,Tariffs increasing,Consumer Electronics,consumer_electronics,30,active
Global Trade,Tariffs increasing,Retail,retail,40,active
Global Trade,Tariffs increasing,Agriculture,agriculture,50,active
Global Trade,Tariffs increasing,Industrial Equipment,industrial_equipment,60,active
Global Trade,Tariffs increasing,Technology Distribution,technology_distribution,70,active
Global Trade,Tariffs increasing,Shipping,freight_transport,80,active
Global Trade,Tariffs increasing,Logistics,logistics,90,active
Global Trade,Tariffs increasing,Commercial Banking,commercial_banking,100,active
Global Trade,Tariffs decreasing,Industrial Manufacturing,industrial_processing,10,active
Global Trade,Tariffs decreasing,Automotive Parts,automotive_parts,20,active
Global Trade,Tariffs decreasing,Consumer Electronics,consumer_electronics,30,active
Global Trade,Tariffs decreasing,Retail,retail,40,active
Global Trade,Tariffs decreasing,Agriculture,agriculture,50,active
Global Trade,Tariffs decreasing,Industrial Equipment,industrial_equipment,60,active
Global Trade,Tariffs decreasing,Technology Distribution,technology_distribution,70,active
Global Trade,Tariffs decreasing,Shipping,freight_transport,80,active
Global Trade,Tariffs decreasing,Logistics,logistics,90,active
Global Trade,Tariffs decreasing,Commercial Banking,commercial_banking,100,active
Global Trade,Trade restrictions expanding,Semiconductors,semiconductors,10,active
Global Trade,Trade restrictions expanding,Defence Technology,defence_technology,20,active
Global Trade,Trade restrictions expanding,Industrial Equipment,industrial_equipment,30,active
Global Trade,Trade restrictions expanding,Mining,mining,40,active
Global Trade,Trade restrictions expanding,Agriculture,agriculture,50,active
Global Trade,Trade restrictions expanding,Commercial Banking,commercial_banking,60,active
Global Trade,Trade restrictions expanding,Shipping,freight_transport,70,active
Global Trade,Trade restrictions expanding,Logistics,logistics,80,active
Global Trade,Trade restrictions expanding,Technology Distribution,technology_distribution,90,active
Global Trade,Trade restrictions expanding,Commodity Trading,commodity_trading,100,active
Global Trade,Trade restrictions easing,Semiconductors,semiconductors,10,active
Global Trade,Trade restrictions easing,Defence Technology,defence_technology,20,active
Global Trade,Trade restrictions easing,Industrial Equipment,industrial_equipment,30,active
Global Trade,Trade restrictions easing,Mining,mining,40,active
Global Trade,Trade restrictions easing,Agriculture,agriculture,50,active
Global Trade,Trade restrictions easing,Commercial Banking,commercial_banking,60,active
Global Trade,Trade restrictions easing,Shipping,freight_transport,70,active
Global Trade,Trade restrictions easing,Logistics,logistics,80,active
Global Trade,Trade restrictions easing,Technology Distribution,technology_distribution,90,active
Global Trade,Trade restrictions easing,Commodity Trading,commodity_trading,100,active
Global Trade,Cross-border investment increasing,Investment Banking,investment_banking,10,active
Global Trade,Cross-border investment increasing,Commercial Banking,commercial_banking,20,active
Global Trade,Cross-border investment increasing,Real Estate Development,real_estate_development,30,active
Global Trade,Cross-border investment increasing,Industrial Manufacturing,industrial_processing,40,active
Global Trade,Cross-border investment increasing,Data Centres,data_centres,50,active
Global Trade,Cross-border investment increasing,Energy Infrastructure,energy_infrastructure,60,active
Global Trade,Cross-border investment increasing,Technology Services,it_services,70,active
Global Trade,Cross-border investment increasing,Construction,infrastructure_engineering,80,active
Global Trade,Cross-border investment increasing,Insurance,insurance,90,active
Global Trade,Cross-border investment increasing,Investment Management,investment_management,100,active
Global Trade,Trade balances shifting,Currencies,financial_services,10,active
Global Trade,Trade balances shifting,Commercial Banking,commercial_banking,20,active
Global Trade,Trade balances shifting,Industrial Manufacturing,industrial_processing,30,active
Global Trade,Trade balances shifting,Agriculture,agriculture,40,active
Global Trade,Trade balances shifting,Mining,mining,50,active
Global Trade,Trade balances shifting,Shipping,freight_transport,60,active
Global Trade,Trade balances shifting,Ports,transportation_infrastructure,70,active
Global Trade,Trade balances shifting,Logistics,logistics,80,active
Global Trade,Trade balances shifting,Consumer Goods,consumer_goods,90,active
Global Trade,Trade balances shifting,Technology Services,it_services,100,active
Supply Chains,Supply chain disruption increasing,Logistics,logistics,10,active
Supply Chains,Supply chain disruption increasing,Shipping,freight_transport,20,active
Supply Chains,Supply chain disruption increasing,Ports,transportation_infrastructure,30,active
Supply Chains,Supply chain disruption increasing,Road Freight,road_freight,40,active
Supply Chains,Supply chain disruption increasing,Rail Logistics,rail_logistics,50,active
Supply Chains,Supply chain disruption increasing,Warehousing,logistics_real_estate,60,active
Supply Chains,Supply chain disruption increasing,Packaging,packaging,70,active
Supply Chains,Supply chain disruption increasing,Contract Manufacturing,contract_manufacturing,80,active
Supply Chains,Supply chain disruption increasing,Retail,retail,90,active
Supply Chains,Supply chain disruption increasing,Industrial Manufacturing,industrial_processing,100,active
Supply Chains,Supply chain disruption easing,Logistics,logistics,10,active
Supply Chains,Supply chain disruption easing,Shipping,freight_transport,20,active
Supply Chains,Supply chain disruption easing,Ports,transportation_infrastructure,30,active
Supply Chains,Supply chain disruption easing,Road Freight,road_freight,40,active
Supply Chains,Supply chain disruption easing,Rail Logistics,rail_logistics,50,active
Supply Chains,Supply chain disruption easing,Warehousing,logistics_real_estate,60,active
Supply Chains,Supply chain disruption easing,Packaging,packaging,70,active
Supply Chains,Supply chain disruption easing,Contract Manufacturing,contract_manufacturing,80,active
Supply Chains,Supply chain disruption easing,Retail,retail,90,active
Supply Chains,Supply chain disruption easing,Industrial Manufacturing,industrial_processing,100,active
Supply Chains,Lead times lengthening,Contract Manufacturing,contract_manufacturing,10,active
Supply Chains,Lead times lengthening,Industrial Equipment,industrial_equipment,20,active
Supply Chains,Lead times lengthening,Semiconductors,semiconductors,30,active
Supply Chains,Lead times lengthening,Automotive Parts,automotive_parts,40,active
Supply Chains,Lead times lengthening,Retail,retail,50,active
Supply Chains,Lead times lengthening,Logistics,logistics,60,active
Supply Chains,Lead times lengthening,Warehousing,logistics_real_estate,70,active
Supply Chains,Lead times lengthening,Shipping,freight_transport,80,active
Supply Chains,Lead times lengthening,Packaging,packaging,90,active
Supply Chains,Lead times lengthening,Industrial Chemicals,industrial_chemicals,100,active
Supply Chains,Lead times shortening,Contract Manufacturing,contract_manufacturing,10,active
Supply Chains,Lead times shortening,Industrial Equipment,industrial_equipment,20,active
Supply Chains,Lead times shortening,Semiconductors,semiconductors,30,active
Supply Chains,Lead times shortening,Automotive Parts,automotive_parts,40,active
Supply Chains,Lead times shortening,Retail,retail,50,active
Supply Chains,Lead times shortening,Logistics,logistics,60,active
Supply Chains,Lead times shortening,Warehousing,logistics_real_estate,70,active
Supply Chains,Lead times shortening,Shipping,freight_transport,80,active
Supply Chains,Lead times shortening,Packaging,packaging,90,active
Supply Chains,Lead times shortening,Industrial Chemicals,industrial_chemicals,100,active
Supply Chains,Inventory accumulation,Warehousing,logistics_real_estate,10,active
Supply Chains,Inventory accumulation,Logistics,logistics,20,active
Supply Chains,Inventory accumulation,Retail,retail,30,active
Supply Chains,Inventory accumulation,Wholesale Distribution,wholesale_distribution,40,active
Supply Chains,Inventory accumulation,Contract Manufacturing,contract_manufacturing,50,active
Supply Chains,Inventory accumulation,Packaging,packaging,60,active
Supply Chains,Inventory accumulation,Commercial Banking,commercial_banking,70,active
Supply Chains,Inventory accumulation,Industrial Equipment,industrial_equipment,80,active
Supply Chains,Inventory accumulation,Consumer Goods,consumer_goods,90,active
Supply Chains,Inventory accumulation,Transportation,transportation,100,active
Supply Chains,Inventory destocking,Warehousing,logistics_real_estate,10,active
Supply Chains,Inventory destocking,Logistics,logistics,20,active
Supply Chains,Inventory destocking,Retail,retail,30,active
Supply Chains,Inventory destocking,Wholesale Distribution,wholesale_distribution,40,active
Supply Chains,Inventory destocking,Contract Manufacturing,contract_manufacturing,50,active
Supply Chains,Inventory destocking,Packaging,packaging,60,active
Supply Chains,Inventory destocking,Commercial Banking,commercial_banking,70,active
Supply Chains,Inventory destocking,Industrial Equipment,industrial_equipment,80,active
Supply Chains,Inventory destocking,Consumer Goods,consumer_goods,90,active
Supply Chains,Inventory destocking,Transportation,transportation,100,active
Supply Chains,Freight costs rising,Road Freight,road_freight,10,active
Supply Chains,Freight costs rising,Shipping,freight_transport,20,active
Supply Chains,Freight costs rising,Rail Logistics,rail_logistics,30,active
Supply Chains,Freight costs rising,Cargo Transport,cargo_transport,40,active
Supply Chains,Freight costs rising,Retail,retail,50,active
Supply Chains,Freight costs rising,Industrial Manufacturing,industrial_processing,60,active
Supply Chains,Freight costs rising,Agriculture,agriculture,70,active
Supply Chains,Freight costs rising,Food Distribution,food_distribution,80,active
Supply Chains,Freight costs rising,Packaging,packaging,90,active
Supply Chains,Freight costs rising,Consumer Goods,consumer_goods,100,active
Supply Chains,Freight costs falling,Road Freight,road_freight,10,active
Supply Chains,Freight costs falling,Shipping,freight_transport,20,active
Supply Chains,Freight costs falling,Rail Logistics,rail_logistics,30,active
Supply Chains,Freight costs falling,Cargo Transport,cargo_transport,40,active
Supply Chains,Freight costs falling,Retail,retail,50,active
Supply Chains,Freight costs falling,Industrial Manufacturing,industrial_processing,60,active
Supply Chains,Freight costs falling,Agriculture,agriculture,70,active
Supply Chains,Freight costs falling,Food Distribution,food_distribution,80,active
Supply Chains,Freight costs falling,Packaging,packaging,90,active
Supply Chains,Freight costs falling,Consumer Goods,consumer_goods,100,active
Supply Chains,Reshoring increasing,Construction,infrastructure_engineering,10,active
Supply Chains,Reshoring increasing,Industrial Equipment,industrial_equipment,20,active
Supply Chains,Reshoring increasing,Industrial Automation,industrial_automation,30,active
Supply Chains,Reshoring increasing,Engineering Services,engineering_services,40,active
Supply Chains,Reshoring increasing,Logistics,logistics,50,active
Supply Chains,Reshoring increasing,Energy Infrastructure,energy_infrastructure,60,active
Supply Chains,Reshoring increasing,Semiconductors,semiconductors,70,active
Supply Chains,Reshoring increasing,Construction Materials,construction_materials,80,active
Supply Chains,Reshoring increasing,Industrial Chemicals,industrial_chemicals,90,active
Supply Chains,Reshoring increasing,Contract Manufacturing,contract_manufacturing,100,active
Supply Chains,Supplier concentration risk increasing,Semiconductors,semiconductors,10,active
Supply Chains,Supplier concentration risk increasing,Critical Minerals,critical_minerals,20,active
Supply Chains,Supplier concentration risk increasing,Industrial Chemicals,industrial_chemicals,30,active
Supply Chains,Supplier concentration risk increasing,Automotive Parts,automotive_parts,40,active
Supply Chains,Supplier concentration risk increasing,Pharmaceuticals,pharmaceuticals,50,active
Supply Chains,Supplier concentration risk increasing,Contract Manufacturing,contract_manufacturing,60,active
Supply Chains,Supplier concentration risk increasing,Technology Distribution,technology_distribution,70,active
Supply Chains,Supplier concentration risk increasing,Aerospace,aerospace,80,active
Supply Chains,Supplier concentration risk increasing,Food Production,food_manufacturing,90,active
Supply Chains,Supplier concentration risk increasing,Energy Infrastructure,energy_infrastructure,100,active
Market Sentiment & Volatility,Market volatility increasing,Investment Management,investment_management,10,active
Market Sentiment & Volatility,Market volatility increasing,Commercial Banking,commercial_banking,20,active
Market Sentiment & Volatility,Market volatility increasing,Insurance,insurance,30,active
Market Sentiment & Volatility,Market volatility increasing,Exchange Operations,exchange_operations,40,active
Market Sentiment & Volatility,Market volatility increasing,Market Data,market_data,50,active
Market Sentiment & Volatility,Market volatility increasing,Brokerage,brokerage,60,active
Market Sentiment & Volatility,Market volatility increasing,Fintech,fintech,70,active
Market Sentiment & Volatility,Market volatility increasing,Commercial Real Estate,commercial_real_estate,80,active
Market Sentiment & Volatility,Market volatility increasing,Consumer Finance,consumer_finance,90,active
Market Sentiment & Volatility,Market volatility increasing,Capital Markets,capital_markets,100,active
Market Sentiment & Volatility,Market volatility declining,Investment Management,investment_management,10,active
Market Sentiment & Volatility,Market volatility declining,Commercial Banking,commercial_banking,20,active
Market Sentiment & Volatility,Market volatility declining,Insurance,insurance,30,active
Market Sentiment & Volatility,Market volatility declining,Exchange Operations,exchange_operations,40,active
Market Sentiment & Volatility,Market volatility declining,Market Data,market_data,50,active
Market Sentiment & Volatility,Market volatility declining,Brokerage,brokerage,60,active
Market Sentiment & Volatility,Market volatility declining,Fintech,fintech,70,active
Market Sentiment & Volatility,Market volatility declining,Commercial Real Estate,commercial_real_estate,80,active
Market Sentiment & Volatility,Market volatility declining,Consumer Finance,consumer_finance,90,active
Market Sentiment & Volatility,Market volatility declining,Capital Markets,capital_markets,100,active
Market Sentiment & Volatility,Risk appetite strengthening,Investment Management,investment_management,10,active
Market Sentiment & Volatility,Risk appetite strengthening,Investment Banking,investment_banking,20,active
Market Sentiment & Volatility,Risk appetite strengthening,Exchange Operations,exchange_operations,30,active
