ticker,company_name,country,primary_business_tag,business_tags,business_overview
STE,Steris Public Limited Company,United States,sterilisation,sterilisation;medical_devices,"Develops sterilisation, infection prevention and life-science technologies."
STLD,"Steel Dynamics, Inc.",United States,steel,steel;recycling;industrial_materials,Produces steel products and recycled metal materials.
STT,State Street Corporation,United States,custody,custody;asset_management,"Provides custody, investment servicing and asset-management solutions."
STX,Seagate Technology Holdings Public Limited Company,United States,data_storage,data_storage;hard_disk_drives,Develops mass data-storage infrastructure and storage devices.
STZ,"Constellation Brands, Inc.",United States,beverages,beverages;spirits;wine,"Produces and markets beer, wine and spirits."
SW,Smurfit Westrock,United States,packaging,packaging;paper_products,Produces sustainable paper and packaging products.
SWK,"Stanley Black & Decker, Inc.",United States,industrial_tools,industrial_tools;consumer_tools,Manufactures professional and consumer tools and engineered fastening systems.
SWKS,"Skyworks Solutions, Inc.",United States,semiconductors,semiconductors;wireless;rf_components,Develops wireless semiconductor and RF connectivity technologies.
SYF,Synchrony Financial,United States,consumer_finance,consumer_finance;credit_cards;digital_payments,"Provides consumer finance, credit-card and digital banking products."
SYK,Stryker Corporation,United States,medical_devices,medical_devices;orthopaedics;surgical_equipment,"Develops medical devices, surgical equipment and orthopaedic technologies."
SYY,Sysco Corporation,United States,food_distribution,food_distribution;logistics,Distributes food and related products to the food-service industry.
T,At&T Inc.,United States,telecommunications,telecommunications;broadband;mobile_networks,"Provides mobile, broadband and digital communications services."
TAP,Molson Coors Beverage Company,United States,beverages,beverages;beer,Produces and markets beer and beverage brands.
TDG,Transdigm Group Incorporated,United States,aerospace_components,aerospace_components;aircraft_systems,Develops engineered aircraft systems and aerospace components.
TDY,Teledyne Technologies Incorporated,United States,industrial_electronics,industrial_electronics;sensors;defence_electronics,"Develops sensing, instrumentation and industrial electronics technologies."
TECH,Bio-Techne Corporation,United States,biotechnology,biotechnology;life_sciences;diagnostics,"Develops biotechnology reagents, diagnostics and life-science technologies."
TEL,Te Connectivity Ltd,United States,connectivity,connectivity;sensors;electronics,Develops electronic connectivity and sensor technologies.
TER,"Teradyne, Inc.",United States,semiconductor_equipment,semiconductor_equipment;robotics,Develops semiconductor test equipment and industrial robotics solutions.
TFC,Truist Financial Corporation,United States,banking,banking;investment_banking;wealth_management,"Provides retail, commercial and investment banking services."
TGT,Target Corporation,United States,general_retail,general_retail;digital_marketplaces,Operates general merchandise retail stores and digital commerce platforms.
TJX,"The Tjx Companies, Inc.",United States,discount_retail,discount_retail;apparel_retail;home_furnishings,Operates off-price retail stores selling apparel and home products.
TKO,TKO Group Holdings,United States,media_entertainment,media_entertainment;sports_media;live_events,"Produces and commercialises sports entertainment, media rights and live events."
TMO,Thermo Fisher Scientific Inc.,United States,life_sciences,life_sciences;diagnostics;laboratory_equipment,"Develops life-science technologies, diagnostics and laboratory equipment."
TMUS,"T-Mobile Us, Inc.",United States,telecommunications,telecommunications;mobile_networks,"Provides wireless, broadband and mobile communications services."
TPL,Texas Pacific Land Corporation,United States,oil_gas_royalties,oil_gas_royalties;water_infrastructure,Owns oil and gas royalty interests and provides water infrastructure services.
TPR,"Tapestry, Inc.",United States,luxury_goods,luxury_goods;apparel,"Designs and markets luxury fashion, accessories and lifestyle brands."
TRGP,Targa Resources Corp.,United States,midstream_energy,midstream_energy;natural_gas;energy_infrastructure,"Operates natural-gas gathering, processing and transportation infrastructure."
TRI,Thomson Reuters,United States,financial_information,financial_information;legal_information;news_services,"Provides legal, tax, financial information and news services."
TRMB,Trimble Inc.,United States,industrial_software,industrial_software;geospatial;construction_technology,"Develops software and positioning technologies for construction, surveying and logistics."
TROW,"T. Rowe Price Group, Inc.",United States,asset_management,asset_management;investment_management,Provides investment management and advisory services.
TRV,"The Travelers Companies, Inc.",United States,insurance,insurance;property_casualty,Provides property and casualty insurance products and services.
TSCO,Tractor Supply Company,United States,agriculture_retail,agriculture_retail;pet_products,"Operates retail stores supplying agricultural, rural lifestyle and pet products."
TSLA,"Tesla, Inc.",United States,electric_vehicles,electric_vehicles;battery_storage;renewable_energy,"Designs, manufactures and sells electric vehicles, battery storage and energy systems."
TSN,"Tyson Foods, Inc.",United States,food_processing,food_processing;protein,Produces and markets meat and prepared food products.
TT,Trane Technologies Plc,United States,climate_control,climate_control;hvac,"Develops heating, cooling, ventilation and transport refrigeration systems."
TTD,"The Trade Desk, Inc.",United States,advertising_technology,advertising_technology;digital_advertising,Operates cloud advertising technology and digital media platforms.
TTWO,"Take-Two Interactive Software, Inc.",United States,gaming,gaming;digital_content,"Develops, publishes and distributes interactive entertainment software."
TXN,Texas Instruments Incorporated,United States,semiconductors,semiconductors;analog_semiconductors,Designs and manufactures analog and embedded semiconductor products.
TXT,Textron Inc.,United States,aerospace_defence,aerospace_defence;industrial_systems,"Manufactures aerospace, defence and industrial equipment."
TYL,"Tyler Technologies, Inc.",United States,aerospace_defence,aerospace_defence;aerospace_manufacturing;industrial_products,"Designs, manufactures and services aircraft, helicopters, defence systems and specialised industrial products, with additional activities or exposure across finance."
UAL,"United Airlines Holdings, Inc.",United States,airlines,airlines;cargo,Provides passenger and cargo airline services.
UBER,Uber,United States,mobility_platforms,mobility_platforms;food_delivery;logistics,"Operates digital mobility, delivery and freight platforms."
UDR,"Udr, Inc.",United States,residential_real_estate,residential_real_estate;property_management,Owns and manages multifamily residential real-estate assets.
UHS,"Universal Health Services, Inc.",United States,hospitals,hospitals;behavioural_health,"Operates hospitals, outpatient facilities and behavioural healthcare services."
ULTA,"Ulta Beauty, Inc.",United States,beauty_retail,beauty_retail,Operates beauty retail stores and salon services.
UNH,Unitedhealth Group Incorporated,United States,healthcare_services,healthcare_services;health_insurance,"Provides healthcare services, insurance and pharmacy benefit solutions."
UNP,Union Pacific Corporation,United States,rail_transport,rail_transport;freight,Operates freight railway transportation services.
UPS,"United Parcel Service, Inc.",United States,logistics,logistics;parcel_delivery,Provides parcel delivery and logistics services.
URI,"United Rentals, Inc.",United States,equipment_rental,equipment_rental;industrial_distribution,Provides industrial and construction equipment rental services.
USB,U.S. Bancorp,United States,banking,banking;payments;wealth_management,"Provides retail, commercial and wealth-management banking services."
V,Visa Inc.,United States,digital_payments,digital_payments;payment_networks,Operates global digital payment network infrastructure.
VEEV,Veeva Systems,United States,life_sciences_software,life_sciences_software;cloud_platforms,Develops cloud software for the life-sciences industry.
VICI,Vici Properties Inc.,United States,hospitality_real_estate,hospitality_real_estate;gaming_real_estate,"Owns gaming, hospitality and entertainment real-estate assets."
VLO,Valero Energy Corporation,United States,refining,refining;renewable_fuels,Refines and markets petroleum and renewable fuels.
VLTO,Veralto,United States,water_technology,water_technology;industrial_instrumentation,Develops water quality and industrial product quality technologies.
VMC,Vulcan Materials Company,United States,construction_materials,construction_materials;aggregates,"Produces aggregates, asphalt and concrete products."
VRSK,"Verisk Analytics, Inc.",United States,analytics,analytics;insurance_technology,Provides analytics and decision-support software for the insurance industry.
VRSN,"Verisign, Inc.",United States,internet_infrastructure,internet_infrastructure;domain_services,Operates internet domain registry and critical internet infrastructure.
VRT,Vertiv,United States,data_centre_infrastructure,data_centre_infrastructure;power_management;thermal_management,"Develops data-centre power, cooling and digital infrastructure systems."
VRTX,Vertex Pharmaceuticals Incorporated,United States,biotechnology,biotechnology;drug_discovery,Develops biotechnology medicines for serious diseases.
VST,Vistra Corp.,United States,utilities,utilities;electricity_generation,Generates and supplies electricity and energy services.
VTR,"Ventas, Inc.",United States,healthcare_real_estate,healthcare_real_estate,Owns healthcare and senior housing real-estate assets.
VTRS,Viatris Inc.,United States,pharmaceuticals,pharmaceuticals;generic_medicines,Develops and markets branded and generic pharmaceutical products.
VZ,Verizon Communications Inc.,United States,telecommunications,telecommunications;broadband,"Provides wireless, broadband and communications services."
WAB,Westinghouse Air Brake Technologies Corporation,United States,rail_equipment,rail_equipment;industrial_systems,"Manufactures rail equipment, digital rail technologies and services."
WAT,Waters Corporation,United States,laboratory_instruments,laboratory_instruments;diagnostics,Develops analytical instruments and laboratory technologies.
WBD,"Warner Bros. Discovery, Inc.",United States,media_entertainment,media_entertainment;streaming;film,"Produces and distributes media, streaming and entertainment content."
WDAY,"Workday, Inc.",United States,enterprise_software,enterprise_software;human_capital_management,Develops enterprise finance and workforce management software.
WDC,Western Digital Corporation,United States,data_storage,data_storage;hard_disk_drives,Develops data-storage devices and infrastructure solutions.
WEC,"Wec Energy Group, Inc.",United States,utilities,utilities;electricity_generation;natural_gas,Generates and distributes electricity and natural gas.
WELL,Welltower Inc.,United States,healthcare_real_estate,healthcare_real_estate;senior_housing,Owns senior housing and healthcare real-estate assets.
WFC,Wells Fargo & Company,United States,banking,banking;investment_banking;wealth_management,"Provides retail, commercial and investment banking services."
WM,"Waste Management, Inc.",United States,waste_management,waste_management;recycling;environmental_services,"Provides waste management, recycling and environmental services."
WMB,"The Williams Companies, Inc.",United States,midstream_energy,midstream_energy;natural_gas_pipelines,Operates natural-gas pipeline and energy infrastructure assets.
WMT,Walmart Inc.,United States,general_retail,general_retail;ecommerce,Operates omnichannel retail and wholesale businesses.
WRB,W. R. Berkley Corporation,United States,insurance,insurance;reinsurance,Provides commercial insurance and reinsurance services.
WSM,"Williams-Sonoma, Inc.",United States,home_furnishings,home_furnishings;ecommerce,Operates home furnishings and lifestyle retail brands.
WST,"West Pharmaceutical Services, Inc.",United States,medical_devices,medical_devices;drug_delivery,"Develops drug-delivery, containment and medical packaging technologies."
WTW,Willis Towers Watson Public Limited Company,United States,insurance,insurance;insurance_brokerage;consulting,"Provides insurance brokerage, consulting and risk advisory services."
WY,Weyerhaeuser Company,United States,timber,timber;forest_products,Owns timberlands and manufactures forest products.
WYNN,"Wynn Resorts, Limited",United States,casinos,casinos;hospitality,"Operates integrated resorts, hotels and gaming businesses."
XEL,Xcel Energy Inc.,United States,utilities,utilities;electricity_generation;natural_gas,Generates and distributes electricity and natural gas.
XOM,Exxon Mobil Corporation,United States,oil_gas,oil_gas;petrochemicals,"Explores, produces, refines and markets oil, natural gas and petrochemicals."
XYL,Xylem Inc.,United States,water_technology,water_technology;water_infrastructure,Develops water infrastructure and treatment technologies.
XYZ,"Block, Inc.",United States,digital_payments,digital_payments;fintech;merchant_services,"Develops digital payments, merchant services and financial platforms."
YUM,"Yum! Brands, Inc.",United States,restaurants,restaurants;franchising,Operates global quick-service restaurant brands.
ZBH,"Zimmer Biomet Holdings, Inc.",United States,medical_devices,medical_devices;orthopaedics,Develops orthopaedic and surgical medical technologies.
ZBRA,Zebra Technologies Corporation,United States,asset_tracking,asset_tracking;industrial_automation,"Develops enterprise asset tracking, barcode and workflow technologies."
ZTS,Zoetis Inc.,United States,animal_health,animal_health;vaccines,"Develops animal-health medicines, vaccines and diagnostics."
